age,gender,split,final
31,M,01:29:09,03:11:04
41,M,01:34:00,03:11:04
28,M,01:34:23,03:11:05
40,M,01:31:10,03:11:05
39,M,01:28:40,03:11:07
42,M,01:30:09,03:11:09
24,M,01:28:26,03:11:10
34,M,01:32:58,03:11:10
47,M,01:29:35,03:11:10
26,M,01:30:33,03:11:11
26,W,01:32:17,03:11:11
57,M,01:29:58,03:11:13
57,M,01:32:17,03:11:13
38,W,01:32:51,03:11:14
38,M,01:33:42,03:11:15
36,M,01:29:51,03:11:15
43,M,01:33:09,03:11:15
36,M,01:35:01,03:11:15
37,M,01:33:42,03:11:16
36,M,01:30:29,03:11:17
31,M,01:32:44,03:11:17
35,M,01:34:04,03:11:19
51,M,01:28:50,03:11:21
34,M,01:27:17,03:11:21
51,M,01:33:09,03:11:22
46,M,01:31:49,03:11:23
36,M,01:34:45,03:11:23
55,M,01:31:02,03:11:23
44,M,01:33:11,03:11:23
45,M,01:26:53,03:11:26
47,M,01:31:13,03:11:26
39,M,01:29:41,03:11:27
38,W,01:32:44,03:11:27
42,M,01:27:14,03:11:28
55,M,01:32:37,03:11:29
40,M,01:29:54,03:11:31
39,M,01:25:19,03:11:32
27,M,01:24:34,03:11:32
33,M,01:27:19,03:11:32
46,M,01:35:27,03:11:33
35,M,01:32:08,03:11:33
26,W,01:35:27,03:11:33
48,M,01:33:15,03:11:33
30,M,01:33:18,03:11:33
39,M,01:33:15,03:11:33
34,M,01:28:48,03:11:33
36,M,01:26:54,03:11:35
48,M,01:30:31,03:11:36
33,W,01:31:51,03:11:36
44,M,01:25:18,03:11:37
41,W,01:34:54,03:11:38
32,W,01:31:06,03:11:39
46,M,01:32:57,03:11:40
25,M,01:29:07,03:11:40
29,M,01:28:20,03:11:42
47,M,01:30:55,03:11:44
49,M,01:27:47,03:11:44
45,M,01:28:47,03:11:45
41,M,01:33:20,03:11:45
42,M,01:25:32,03:11:45
40,M,01:32:16,03:11:46
45,M,01:31:32,03:11:47
33,M,01:29:50,03:11:47
33,M,01:31:11,03:11:47
44,W,01:32:43,03:11:48
39,M,01:32:23,03:11:49
41,M,01:33:10,03:11:55
41,M,01:26:47,03:11:58
31,M,01:32:34,03:11:59
39,M,01:34:31,03:11:59
27,M,01:31:01,03:11:59
34,M,01:28:06,03:12:00
34,M,01:33:23,03:12:02
44,W,01:31:48,03:12:02
47,M,01:25:57,03:12:05
53,M,01:29:31,03:12:07
40,M,01:29:38,03:12:08
39,M,01:33:26,03:12:08
23,M,01:31:35,03:12:10
48,M,01:32:16,03:12:10
49,M,01:29:13,03:12:11
32,M,01:31:13,03:12:11
36,M,01:30:29,03:12:12
43,M,01:33:36,03:12:12
45,M,01:31:35,03:12:13
24,W,01:30:00,03:12:13
36,M,01:29:23,03:12:15
39,M,01:30:46,03:12:15
28,M,01:27:33,03:12:16
38,M,01:27:51,03:12:17
42,M,01:33:04,03:12:17
53,M,01:27:29,03:12:18
22,W,01:29:16,03:12:18
42,M,01:30:52,03:12:19
43,M,01:32:55,03:12:20
51,M,01:33:58,03:12:21
53,M,01:33:37,03:12:21
42,M,01:31:21,03:12:22
29,M,01:27:48,03:12:22
31,M,01:34:44,03:12:23
53,M,01:31:15,03:12:23
29,M,01:34:11,03:12:24
29,W,01:32:43,03:12:25
36,M,01:33:41,03:12:25
44,M,01:33:38,03:12:25
41,M,01:32:03,03:12:26
38,M,01:31:23,03:12:27
33,M,01:34:55,03:12:28
34,M,01:32:29,03:12:28
41,M,01:30:05,03:12:29
48,M,01:33:00,03:12:33
30,M,01:34:22,03:12:33
34,W,01:33:12,03:12:33
50,M,01:31:14,03:12:35
46,M,01:31:19,03:12:35
34,M,01:30:30,03:12:36
39,W,01:35:31,03:12:36
39,M,01:25:16,03:12:36
48,W,01:29:30,03:12:37
42,M,01:29:34,03:12:37
49,M,01:32:48,03:12:37
53,M,01:38:00,03:12:37
44,M,01:31:05,03:12:40
43,M,01:32:37,03:12:41
30,M,01:22:27,03:12:42
41,M,01:26:25,03:12:42
44,M,01:30:53,03:12:42
26,M,01:26:17,03:12:42
29,M,01:35:15,03:12:42
41,M,01:28:02,03:12:43
33,W,01:31:38,03:12:43
50,M,01:31:10,03:12:45
48,M,01:33:44,03:12:45
40,M,01:30:19,03:12:46
30,M,01:34:52,03:12:46
40,M,01:35:09,03:12:47
38,M,01:32:08,03:12:47
39,W,01:35:13,03:12:47
34,M,01:27:00,03:12:48
40,M,01:27:39,03:12:50
38,M,01:32:52,03:12:51
28,W,01:32:39,03:12:51
38,M,01:28:34,03:12:52
45,M,01:32:26,03:12:52
40,M,01:34:12,03:12:52
48,M,01:29:29,03:12:53
28,M,01:33:04,03:12:53
30,W,01:32:26,03:12:56
38,M,01:29:46,03:12:58
29,M,01:31:10,03:12:58
49,M,01:36:29,03:12:58
32,M,01:33:17,03:12:59
30,M,01:32:40,03:12:59
35,M,01:32:41,03:13:00
42,W,01:39:41,03:13:01
31,M,01:38:55,03:13:02
48,M,01:35:15,03:13:02
43,M,01:33:35,03:13:04
46,M,01:32:11,03:13:05
54,M,01:33:33,03:13:05
40,M,01:32:57,03:13:05
24,M,01:31:11,03:13:06
49,M,01:32:07,03:13:07
48,M,01:30:28,03:13:07
48,M,01:32:00,03:13:08
39,M,01:31:46,03:13:08
37,M,01:29:43,03:13:09
46,M,01:35:05,03:13:10
46,M,01:27:25,03:13:11
32,W,01:35:19,03:13:11
43,M,01:30:24,03:13:11
23,M,01:32:00,03:13:12
31,M,01:30:40,03:13:12
27,W,01:32:03,03:13:13
33,M,01:25:24,03:13:13
46,M,01:26:57,03:13:13
48,W,01:34:47,03:13:13
49,M,01:33:56,03:13:13
38,M,01:25:37,03:13:15
32,M,01:32:47,03:13:15
27,W,01:30:03,03:13:15
27,M,01:28:30,03:13:16
43,M,01:31:14,03:13:17
38,M,01:32:43,03:13:17
45,M,01:34:24,03:13:19
35,W,01:33:18,03:13:19
41,M,01:32:23,03:13:20
49,M,01:31:34,03:13:20
49,M,01:35:33,03:13:21
30,M,01:30:25,03:13:21
41,M,01:27:04,03:13:22
45,M,01:33:23,03:13:23
36,M,01:28:35,03:13:25
43,M,01:32:56,03:13:25
53,M,01:32:31,03:13:26
48,M,01:33:02,03:13:26
30,M,01:29:06,03:13:27
39,M,01:33:12,03:13:27
39,M,01:30:31,03:13:27
46,M,01:31:59,03:13:27
40,M,01:37:47,03:13:28
38,W,01:28:16,03:13:30
39,W,01:35:15,03:13:30
38,M,01:30:14,03:13:32
49,M,01:32:30,03:13:33
40,M,01:30:35,03:13:34
24,M,01:35:43,03:13:34
49,M,01:30:54,03:13:34
42,W,01:33:18,03:13:35
35,M,01:39:25,03:13:36
28,M,01:26:10,03:13:40
36,M,01:32:01,03:13:40
38,M,01:34:05,03:13:40
27,M,01:28:03,03:13:40
30,M,01:31:50,03:13:41
36,W,01:27:12,03:13:43
42,M,01:32:34,03:13:43
41,M,01:28:51,03:13:44
45,M,01:30:02,03:13:44
45,M,01:27:40,03:13:44
35,M,01:32:34,03:13:44
25,W,01:34:19,03:13:45
42,M,01:30:11,03:13:45
58,M,01:36:20,03:13:46
39,M,01:33:08,03:13:46
47,M,01:36:57,03:13:47
38,M,01:29:30,03:13:47
34,M,01:30:26,03:13:47
34,M,01:30:46,03:13:49
48,W,01:33:35,03:13:50
43,M,01:29:01,03:13:51
44,M,01:34:30,03:13:51
38,M,01:36:21,03:13:52
47,M,01:35:42,03:13:53
43,M,01:35:31,03:13:53
50,M,01:33:39,03:13:55
39,M,01:31:43,03:13:57
36,M,01:38:36,03:13:58
40,M,01:33:58,03:13:58
45,M,01:29:40,03:13:59
45,M,01:33:00,03:13:59
41,M,01:33:25,03:13:59
35,M,01:29:36,03:14:00
38,M,01:27:50,03:14:00
44,M,01:35:24,03:14:00
39,M,01:31:14,03:14:00
52,M,01:31:30,03:14:00
29,M,01:35:00,03:14:03
42,M,01:33:03,03:14:03
37,M,01:31:18,03:14:03
52,M,01:29:25,03:14:05
50,M,01:32:03,03:14:05
40,M,01:36:33,03:14:05
39,M,01:38:32,03:14:07
51,M,01:30:26,03:14:07
41,M,01:35:16,03:14:07
42,W,01:34:53,03:14:08
36,M,01:31:58,03:14:09
35,W,01:35:28,03:14:09
35,M,01:32:19,03:14:09
37,M,01:28:51,03:14:09
38,M,01:21:14,03:14:09
55,M,01:33:06,03:14:09
38,M,01:29:17,03:14:10
42,M,01:31:38,03:14:10
47,M,01:31:29,03:14:10
58,M,01:34:15,03:14:11
41,W,01:35:46,03:14:11
43,W,01:29:46,03:14:11
33,M,01:33:48,03:14:13
32,M,01:20:57,03:14:13
54,M,01:30:24,03:14:15
55,M,01:28:24,03:14:15
29,M,01:38:09,03:14:15
38,M,01:35:11,03:14:16
54,M,01:32:07,03:14:16
46,M,01:34:30,03:14:16
46,M,01:30:30,03:14:17
31,M,01:31:31,03:14:18
42,M,01:34:17,03:14:18
40,M,01:30:57,03:14:18
48,M,01:35:09,03:14:19
37,M,01:33:42,03:14:19
39,M,01:35:08,03:14:20
49,M,01:33:48,03:14:20
45,M,01:34:19,03:14:21
50,M,01:32:29,03:14:21
39,M,01:31:35,03:14:21
55,W,01:31:51,03:14:22
45,M,01:36:55,03:14:22
33,M,01:35:00,03:14:23
50,M,01:35:55,03:14:23
33,W,01:26:29,03:14:24
36,M,01:36:00,03:14:24
50,M,01:34:14,03:14:24
52,M,01:34:19,03:14:26
59,M,01:26:50,03:14:27
46,M,01:31:33,03:14:27
32,M,01:29:24,03:14:28
44,M,01:34:12,03:14:28
29,M,01:33:19,03:14:30
47,M,01:31:39,03:14:30
25,M,01:30:41,03:14:31
42,M,01:31:54,03:14:31
28,M,01:30:54,03:14:33
45,M,01:35:33,03:14:33
28,M,01:31:53,03:14:33
38,M,01:28:26,03:14:33
45,M,01:25:40,03:14:33
42,W,01:33:49,03:14:33
46,M,01:32:06,03:14:34
45,M,01:33:48,03:14:34
46,M,01:34:41,03:14:35
31,M,01:30:01,03:14:36
45,M,01:32:02,03:14:37
47,M,01:36:06,03:14:38
38,M,01:32:44,03:14:38
25,M,01:24:14,03:14:39
35,W,01:31:41,03:14:40
55,M,01:29:54,03:14:40
44,M,01:31:54,03:14:41
24,M,01:25:48,03:14:41
33,M,01:28:21,03:14:41
48,M,01:32:35,03:14:41
38,M,01:35:05,03:14:42
36,W,01:36:22,03:14:42
38,M,01:30:46,03:14:42
48,M,01:29:23,03:14:43
52,M,01:35:02,03:14:43
43,M,01:29:07,03:14:44
41,M,01:36:10,03:14:45
48,M,01:34:14,03:14:46
39,W,01:36:10,03:14:46
38,M,01:32:46,03:14:47
42,M,01:31:48,03:14:47
35,M,01:27:59,03:14:48
33,W,01:35:01,03:14:49
46,M,01:34:35,03:14:50
23,M,01:35:12,03:14:50
35,M,01:33:03,03:14:50
28,M,01:34:16,03:14:50
31,M,01:34:39,03:14:52
40,M,01:33:53,03:14:53
35,M,01:34:14,03:14:54
44,M,01:32:33,03:14:54
51,M,01:34:07,03:14:55
37,M,01:29:03,03:14:55
48,M,01:36:24,03:14:55
48,M,01:35:55,03:14:57
44,M,01:29:24,03:15:00
38,M,01:36:02,03:15:00
48,M,01:33:10,03:15:01
24,W,01:33:28,03:15:01
42,W,01:32:34,03:15:02
41,M,01:35:43,03:15:03
32,M,01:38:23,03:15:03
37,M,01:30:05,03:15:03
30,M,01:32:06,03:15:03
35,M,01:33:09,03:15:03
24,M,01:27:06,03:15:04
40,M,01:28:18,03:15:05
45,M,01:31:33,03:15:07
57,M,01:34:30,03:15:08
31,M,01:34:21,03:15:10
44,M,01:31:50,03:15:10
42,M,01:34:52,03:15:11
37,W,01:32:20,03:15:11
31,W,01:30:49,03:15:12
29,W,01:35:36,03:15:12
39,M,01:35:50,03:15:14
41,M,01:32:21,03:15:16
39,W,01:36:15,03:15:16
32,M,01:28:40,03:15:16
40,W,01:32:37,03:15:17
52,M,01:33:26,03:15:18
38,M,01:37:06,03:15:18
34,M,01:24:40,03:15:19
45,M,01:34:49,03:15:19
42,M,01:34:45,03:15:19
42,W,01:32:57,03:15:19
19,M,01:37:12,03:15:20
50,M,01:34:38,03:15:21
30,W,01:34:27,03:15:21
39,M,01:24:55,03:15:22
41,M,01:29:25,03:15:22
19,M,01:32:48,03:15:23
38,M,01:32:20,03:15:24
46,M,01:28:59,03:15:24
45,M,01:36:32,03:15:24
51,M,01:38:54,03:15:25
41,W,01:34:56,03:15:25
44,M,01:36:55,03:15:25
43,M,01:35:38,03:15:26
36,M,01:33:30,03:15:26
26,M,01:21:42,03:15:27
45,M,01:31:42,03:15:28
29,M,01:36:26,03:15:29
33,M,01:36:40,03:15:30
39,M,01:34:47,03:15:30
41,M,01:35:50,03:15:30
33,M,01:33:50,03:15:30
49,M,01:22:12,03:15:33
45,M,01:37:45,03:15:34
58,M,01:34:55,03:15:34
25,W,01:37:18,03:15:34
29,M,01:37:56,03:15:35
48,M,01:33:41,03:15:35
46,M,01:34:54,03:15:36
36,M,01:28:42,03:15:36
28,M,01:34:59,03:15:37
28,W,01:33:38,03:15:38
32,M,01:32:07,03:15:38
23,M,01:23:57,03:15:39
43,W,01:35:47,03:15:39
43,M,01:29:35,03:15:39
47,M,01:35:57,03:15:40
49,M,01:33:07,03:15:40
28,W,01:33:59,03:15:41
33,W,01:37:44,03:15:41
45,M,01:34:00,03:15:41
44,M,01:35:57,03:15:42
42,M,01:33:31,03:15:43
27,W,01:37:30,03:15:44
34,M,01:17:45,03:15:45
39,M,01:32:20,03:15:46
33,M,01:38:16,03:15:46
37,M,01:29:43,03:15:47
33,M,01:36:53,03:15:48
30,W,01:32:36,03:15:48
43,M,01:36:45,03:15:50
44,M,01:35:37,03:15:50
39,M,01:36:49,03:15:51
34,M,01:31:43,03:15:51
51,M,01:33:34,03:15:51
40,M,01:30:22,03:15:51
39,M,01:36:48,03:15:52
28,M,01:31:46,03:15:52
39,M,01:36:08,03:15:52
36,M,01:32:14,03:15:52
43,M,01:37:20,03:15:53
35,M,01:28:36,03:15:54
43,M,01:34:51,03:15:54
44,W,01:30:37,03:15:54
43,W,01:35:43,03:15:55
33,W,01:32:06,03:15:55
33,M,01:35:23,03:15:55
41,M,01:28:47,03:15:55
29,M,01:36:53,03:15:56
49,M,01:32:36,03:15:56
30,M,01:32:53,03:15:58
43,M,01:33:30,03:15:58
33,M,01:34:34,03:16:00
41,M,01:34:00,03:16:00
38,M,01:30:49,03:16:01
51,M,01:33:37,03:16:01
40,M,01:29:38,03:16:02
37,M,01:29:01,03:16:03
31,W,01:34:46,03:16:03
35,M,01:35:09,03:16:04
23,M,01:33:39,03:16:04
39,M,01:36:02,03:16:05
46,M,01:29:22,03:16:05
44,M,01:36:26,03:16:05
46,M,01:32:57,03:16:05
45,M,01:37:22,03:16:07
27,M,01:25:22,03:16:08
49,M,01:36:20,03:16:09
27,M,01:36:09,03:16:10
57,M,01:37:14,03:16:10
36,M,01:35:26,03:16:10
29,W,01:37:42,03:16:10
45,W,01:33:50,03:16:10
36,M,01:35:11,03:16:10
34,M,01:30:58,03:16:11
44,M,01:29:31,03:16:12
26,M,01:32:54,03:16:12
41,M,01:35:30,03:16:14
43,M,01:27:59,03:16:14
31,M,01:30:55,03:16:14
48,M,01:32:16,03:16:14
37,M,01:33:33,03:16:14
23,M,01:34:57,03:16:15
32,M,01:29:06,03:16:16
53,M,01:32:50,03:16:16
37,W,01:32:20,03:16:16
37,M,01:35:24,03:16:16
44,M,01:35:02,03:16:18
39,M,01:30:34,03:16:18
30,M,01:29:20,03:16:19
42,W,01:31:35,03:16:19
36,M,01:35:25,03:16:19
45,M,01:33:45,03:16:19
33,M,01:32:33,03:16:21
38,M,01:34:00,03:16:21
51,M,01:31:19,03:16:21
41,M,01:36:26,03:16:21
28,M,01:31:43,03:16:22
47,M,01:31:44,03:16:24
52,M,01:28:45,03:16:24
38,M,01:35:47,03:16:24
29,M,01:36:43,03:16:25
44,M,01:33:05,03:16:25
45,M,01:38:13,03:16:26
52,M,01:29:27,03:16:28
33,W,01:36:50,03:16:28
46,M,01:33:41,03:16:29
34,M,01:32:17,03:16:30
53,M,01:30:57,03:16:31
43,M,01:36:06,03:16:31
48,M,01:34:37,03:16:32
31,M,01:33:35,03:16:33
37,M,01:31:23,03:16:33
39,M,01:33:02,03:16:33
32,W,01:36:11,03:16:34
32,M,01:33:39,03:16:34
27,M,01:33:14,03:16:35
41,W,01:36:16,03:16:35
38,M,01:37:11,03:16:35
51,M,01:36:36,03:16:35
45,M,01:33:32,03:16:36
27,M,01:30:53,03:16:36
36,M,01:35:44,03:16:36
26,M,01:35:38,03:16:38
47,M,01:36:07,03:16:39
43,M,01:33:00,03:16:40
40,M,01:33:38,03:16:40
50,M,01:35:43,03:16:41
49,M,01:35:21,03:16:42
34,M,01:33:40,03:16:43
24,M,01:35:42,03:16:45
42,M,01:32:52,03:16:45
51,M,01:34:32,03:16:46
35,W,01:34:21,03:16:47
34,W,01:37:12,03:16:47
31,M,01:31:05,03:16:50
25,W,01:37:46,03:16:50
41,M,01:35:18,03:16:50
18,M,01:31:54,03:16:50
54,M,01:34:54,03:16:51
31,M,01:29:05,03:16:51
41,M,01:32:32,03:16:51
32,M,01:30:58,03:16:51
43,W,01:35:36,03:16:52
55,M,01:31:50,03:16:53
50,M,01:32:23,03:16:54
52,M,01:30:28,03:16:54
57,M,01:36:34,03:16:55
49,M,01:29:20,03:16:56
41,M,01:37:16,03:16:59
54,M,01:34:53,03:16:59
47,M,01:29:04,03:17:01
35,W,01:37:38,03:17:01
47,M,01:32:34,03:17:03
26,W,01:37:28,03:17:03
48,M,01:34:51,03:17:04
35,M,01:34:51,03:17:04
50,M,01:32:32,03:17:04
40,W,01:38:09,03:17:06
44,W,01:28:41,03:17:06
44,M,01:37:28,03:17:07
44,M,01:36:00,03:17:08
29,M,01:28:22,03:17:09
48,M,01:33:42,03:17:09
39,M,01:35:10,03:17:09
41,M,01:37:34,03:17:09
27,M,01:32:58,03:17:11
30,M,01:27:38,03:17:11
45,M,01:26:45,03:17:12
53,M,01:31:52,03:17:12
29,M,01:35:07,03:17:13
33,M,01:33:48,03:17:14
39,M,01:26:51,03:17:14
44,M,01:34:53,03:17:14
52,M,01:32:51,03:17:15
33,M,01:28:28,03:17:16
47,W,01:38:18,03:17:17
40,M,01:35:27,03:17:17
41,M,01:33:44,03:17:17
32,M,01:26:38,03:17:18
38,M,01:35:09,03:17:18
45,M,01:37:07,03:17:18
29,M,01:28:22,03:17:20
36,M,01:29:59,03:17:20
46,M,01:31:03,03:17:21
32,M,01:28:16,03:17:22
36,M,01:37:32,03:17:22
53,M,01:37:11,03:17:24
46,M,01:34:04,03:17:24
43,M,01:30:09,03:17:24
34,M,01:30:40,03:17:25
46,M,01:30:55,03:17:26
38,M,01:33:47,03:17:27
40,M,01:38:32,03:17:27
33,M,01:33:42,03:17:27
43,M,01:31:50,03:17:29
32,M,01:32:19,03:17:30
44,W,01:35:31,03:17:30
33,W,01:34:40,03:17:30
33,W,01:37:25,03:17:30
49,M,01:35:23,03:17:31
36,M,01:33:41,03:17:32
48,M,01:31:45,03:17:32
44,M,01:31:21,03:17:33
26,M,01:30:09,03:17:33
47,M,01:28:10,03:17:34
42,M,01:32:18,03:17:36
39,M,01:30:31,03:17:36
32,M,01:33:29,03:17:36
40,M,01:32:01,03:17:37
32,M,01:34:51,03:17:37
37,M,01:31:08,03:17:38
40,M,01:37:28,03:17:38
27,W,01:35:04,03:17:38
44,M,01:32:07,03:17:38
31,M,01:31:33,03:17:38
34,M,01:37:04,03:17:39
53,M,01:36:24,03:17:39
32,M,01:35:59,03:17:39
25,W,01:31:43,03:17:40
45,M,01:28:49,03:17:40
38,M,01:36:45,03:17:40
32,M,01:32:13,03:17:41
52,M,01:33:05,03:17:41
42,M,01:38:45,03:17:43
45,W,01:37:21,03:17:43
39,M,01:38:47,03:17:45
44,M,01:34:49,03:17:46
46,M,01:32:17,03:17:46
47,M,01:35:07,03:17:47
49,M,01:36:37,03:17:47
44,M,01:24:29,03:17:47
42,M,01:37:16,03:17:47
25,M,01:39:15,03:17:48
40,M,01:35:54,03:17:48
29,M,01:34:04,03:17:50
44,M,01:32:48,03:17:50
48,M,01:32:52,03:17:50
32,M,01:30:25,03:17:50
23,W,01:37:11,03:17:51
31,M,01:37:10,03:17:52
30,M,01:35:53,03:17:52
34,M,01:39:49,03:17:53
41,M,01:35:39,03:17:54
35,M,01:37:40,03:17:54
46,M,01:33:27,03:17:56
51,M,01:30:06,03:17:57
50,M,01:35:52,03:17:58
28,M,01:30:05,03:17:59
34,M,01:30:02,03:17:59
47,W,01:38:34,03:17:59
26,M,01:29:20,03:17:59
43,M,01:24:04,03:17:59
32,M,01:32:20,03:18:00
43,M,01:37:16,03:18:01
36,M,01:35:35,03:18:02
28,M,01:30:03,03:18:02
31,M,01:39:20,03:18:03
39,M,01:36:38,03:18:03
40,M,01:23:38,03:18:04
48,M,01:36:26,03:18:05
56,M,01:33:34,03:18:05
44,M,01:28:58,03:18:07
45,M,01:33:21,03:18:09
29,M,01:38:00,03:18:09
40,M,01:29:38,03:18:09
55,M,01:38:21,03:18:11
42,M,01:26:39,03:18:11
42,M,01:29:51,03:18:11
47,M,01:29:32,03:18:12
34,M,01:37:54,03:18:12
36,M,01:31:09,03:18:12
50,M,01:37:05,03:18:13
42,M,01:33:34,03:18:14
27,M,01:36:40,03:18:14
39,M,01:36:59,03:18:15
44,M,01:35:38,03:18:15
52,M,01:37:26,03:18:15
43,M,01:37:44,03:18:15
48,M,01:35:24,03:18:17
19,M,01:36:34,03:18:17
42,M,01:36:13,03:18:17
33,M,01:34:54,03:18:17
46,W,01:36:50,03:18:18
30,M,01:33:00,03:18:20
38,M,01:37:40,03:18:20
32,M,01:31:59,03:18:20
31,W,01:34:41,03:18:20
47,M,01:33:09,03:18:21
48,M,01:35:42,03:18:21
30,M,01:31:17,03:18:22
28,M,01:36:10,03:18:22
45,M,01:32:52,03:18:22
33,W,01:37:45,03:18:22
34,M,01:28:57,03:18:22
51,M,01:33:22,03:18:23
59,M,01:36:36,03:18:23
34,M,01:32:55,03:18:23
27,W,01:33:58,03:18:25
36,M,01:34:37,03:18:26
43,M,01:26:20,03:18:26
34,M,01:30:34,03:18:27
40,M,01:37:34,03:18:28
51,M,01:26:35,03:18:28
32,M,01:30:59,03:18:29
40,M,01:32:22,03:18:30
58,M,01:35:10,03:18:30
46,M,01:29:50,03:18:30
33,M,01:28:58,03:18:30
32,W,01:36:11,03:18:31
41,M,01:37:34,03:18:31
44,M,01:34:11,03:18:31
36,M,01:33:58,03:18:32
36,M,01:38:18,03:18:35
43,M,01:33:24,03:18:36
35,M,01:36:51,03:18:37
57,M,01:33:26,03:18:38
35,M,01:32:36,03:18:38
26,M,01:35:39,03:18:39
39,M,01:35:41,03:18:39
48,M,01:31:31,03:18:40
37,M,01:32:37,03:18:40
25,M,01:34:37,03:18:41
35,M,01:35:03,03:18:41
46,M,01:36:47,03:18:41
41,M,01:22:32,03:18:41
34,M,01:34:00,03:18:42
35,M,01:33:37,03:18:43
44,M,01:27:27,03:18:44
36,M,01:34:11,03:18:44
59,M,01:36:03,03:18:44
38,W,01:34:50,03:18:45
31,M,01:37:02,03:18:45
36,M,01:33:10,03:18:46
43,M,01:43:34,03:18:47
52,M,01:35:55,03:18:48
42,M,01:34:47,03:18:48
27,M,01:32:48,03:18:48
33,M,01:36:34,03:18:49
34,M,01:37:22,03:18:49
52,M,01:31:35,03:18:50
55,M,01:33:48,03:18:51
53,M,01:35:33,03:18:52
41,M,01:31:51,03:18:53
45,M,01:35:17,03:18:53
32,W,01:38:51,03:18:54
44,M,01:38:46,03:18:54
49,W,01:33:53,03:18:54
27,M,01:27:20,03:18:55
47,M,01:37:46,03:18:55
49,M,01:35:23,03:18:55
61,M,01:36:29,03:18:56
41,M,01:37:53,03:18:57
33,W,01:38:54,03:18:57
36,M,01:36:58,03:18:57
48,M,01:32:39,03:18:58
45,M,01:37:00,03:18:58
34,M,01:33:58,03:18:59
27,W,01:37:26,03:19:00
65,M,01:36:37,03:19:01
38,M,01:33:16,03:19:01
30,M,01:31:47,03:19:02
57,M,01:35:11,03:19:02
30,M,01:30:37,03:19:02
31,M,01:29:58,03:19:03
25,W,01:36:17,03:19:04
41,M,01:26:16,03:19:04
36,W,01:33:37,03:19:05
53,M,01:31:38,03:19:05
40,W,01:37:39,03:19:06
36,M,01:35:46,03:19:08
41,M,01:33:04,03:19:09
54,M,01:33:16,03:19:09
27,W,01:39:01,03:19:09
42,M,01:37:54,03:19:09
37,M,01:36:08,03:19:09
37,M,01:36:47,03:19:09
32,M,01:40:01,03:19:11
47,M,01:32:05,03:19:11
52,M,01:37:39,03:19:11
43,M,01:37:16,03:19:11
40,M,01:34:24,03:19:12
45,M,01:34:37,03:19:12
40,M,01:32:28,03:19:12
54,M,01:35:50,03:19:12
45,M,01:35:07,03:19:12
38,W,01:34:33,03:19:13
39,M,01:33:27,03:19:13
50,M,01:39:27,03:19:13
52,M,01:32:07,03:19:14
31,M,01:36:10,03:19:14
28,M,01:39:28,03:19:15
47,M,01:36:40,03:19:16
46,M,01:32:59,03:19:17
41,M,01:36:28,03:19:18
44,M,01:40:24,03:19:19
42,M,01:34:33,03:19:19
26,M,01:33:01,03:19:20
42,M,01:25:59,03:19:20
26,M,01:34:32,03:19:20
50,M,01:40:20,03:19:20
51,M,01:31:47,03:19:21
63,M,01:37:04,03:19:21
39,M,01:34:07,03:19:21
42,M,01:38:07,03:19:21
51,M,01:35:46,03:19:22
29,M,01:38:13,03:19:22
30,M,01:34:19,03:19:23
27,W,01:33:23,03:19:23
38,W,01:36:20,03:19:24
39,M,01:40:31,03:19:24
24,W,01:31:59,03:19:24
34,M,01:36:28,03:19:25
49,M,01:35:25,03:19:25
43,M,01:35:35,03:19:25
51,M,01:30:08,03:19:26
47,M,01:33:01,03:19:26
35,M,01:32:15,03:19:26
43,M,01:36:00,03:19:26
32,W,01:34:38,03:19:26
37,M,01:31:58,03:19:27
30,M,01:30:33,03:19:27
40,M,01:32:06,03:19:29
48,M,01:31:06,03:19:30
23,W,01:39:30,03:19:30
29,M,01:30:31,03:19:31
44,W,01:34:41,03:19:32
35,M,01:34:35,03:19:32
44,W,01:37:25,03:19:33
44,M,01:31:06,03:19:34
43,M,01:35:35,03:19:34
39,W,01:37:27,03:19:35
51,M,01:34:54,03:19:36
48,M,01:29:52,03:19:37
45,M,01:34:38,03:19:37
48,W,01:33:05,03:19:37
31,M,01:36:43,03:19:37
44,M,01:34:25,03:19:37
36,M,01:36:28,03:19:38
34,M,01:37:52,03:19:38
24,W,01:35:51,03:19:38
44,M,01:36:13,03:19:38
39,M,01:35:25,03:19:38
30,M,01:30:42,03:19:38
42,W,01:38:28,03:19:39
28,W,01:33:43,03:19:39
52,M,01:34:46,03:19:39
28,M,01:28:39,03:19:40
32,W,01:38:26,03:19:41
40,M,01:29:54,03:19:41
37,M,01:32:37,03:19:41
43,M,01:34:09,03:19:41
33,M,01:38:59,03:19:41
40,W,01:34:33,03:19:41
44,W,01:36:30,03:19:42
29,M,01:38:00,03:19:42
47,M,01:36:08,03:19:44
43,M,01:32:01,03:19:44
44,W,01:36:52,03:19:45
50,M,01:37:59,03:19:45
40,M,01:33:17,03:19:46
45,W,01:38:29,03:19:46
48,M,01:31:58,03:19:46
26,M,01:31:10,03:19:46
36,M,01:36:21,03:19:47
24,M,01:32:24,03:19:48
52,M,01:32:12,03:19:48
33,M,01:35:47,03:19:48
33,W,01:37:28,03:19:48
43,M,01:36:06,03:19:49
41,M,01:31:25,03:19:49
33,M,01:32:42,03:19:50
26,W,01:32:59,03:19:50
32,M,01:34:15,03:19:51
24,W,01:32:42,03:19:51
